城市,年份,收入,支出,存款,GDP,财政自给率(%),个人储蓄率(%)
武汉,2024,1667.31,2481.0,18248.58,21106.23,67.2031,86.4606
沈阳,2006,175.63,268.76,1921.98,2519.63,65.3483,76.2802
沈阳,2007,230.81,339.68,1967.83,3221.15,67.9492,61.0909
沈阳,2008,291.04,406.74,2471.78,3860.47,71.5543,64.028
沈阳,2009,320.21,475.88,2948.54,4269.0,67.288,69.0686
沈阳,2010,465.35,516.62,3338.23,5017.5,90.0759,66.5317
沈阳,2011,620.12,639.29,3729.47,5915.71,97.0014,63.0435
沈阳,2012,715.04,766.09,4318.84,6602.6,93.3363,65.4112
沈阳,2013,801.0,881.28,4765.48,7158.57,90.8905,66.5703
沈阳,2014,785.5,914.37,5147.63,7098.71,85.9061,72.515
沈阳,2015,606.24,808.58,5769.3,7272.31,74.9759,79.3324
沈阳,2016,620.95,825.39,6145.55,5546.45,75.2311,110.8015
沈阳,2017,656.24,855.02,6495.25,5864.97,76.7514,110.7465
沈阳,2018,720.64,965.44,7288.14,6292.4,74.6437,115.8245
沈阳,2019,730.29,1047.65,8337.61,6470.0,69.7074,128.8657
沈阳,2020,736.08,1074.05,10329.86,6572.0,68.5331,157.1799
沈阳,2021,773.02,1032.5,11057.27,7249.0,74.8688,152.5351
沈阳,2022,713.67,1053.59,12473.97,7695.8,67.737,162.088
沈阳,2023,800.85,1084.06,13894.74,8122.0,73.8751,171.0754
沈阳,2024,825.58,1160.69,15132.0,9027.14,71.1284,167.6278
济南,2006,128.44,146.98,1182.57,2185.09,87.386,54.12
济南,2007,157.02,179.98,1266.66,2562.81,87.243,49.4247
济南,2008,186.02,221.32,1588.53,3017.42,84.0502,52.6453
济南,2009,210.19,259.92,1911.53,3351.0,80.8672,57.0436
济南,2010,266.13,336.8,2187.68,3910.5,79.0172,55.9437
济南,2011,325.42,396.88,2427.48,4406.29,81.9946,55.0912
济南,2012,380.82,465.67,2888.74,4803.7,81.7789,60.1357
济南,2013,482.07,519.32,3267.78,5230.19,92.8272,62.4792
济南,2014,543.13,571.41,3541.36,5770.6,95.0508,61.369
济南,2015,614.32,658.18,3951.42,6100.23,93.3362,64.7749
济南,2016,641.22,741.26,4279.95,6536.12,86.5041,65.4815
济南,2017,677.21,834.06,4465.73,7201.96,81.1944,62.0071
济南,2018,752.82,1018.25,5008.08,7856.56,73.9327,63.7439
济南,2019,874.19,1197.32,6438.09,9443.0,73.0122,68.1784
济南,2020,906.08,1288.8,7584.12,10141.0,70.3042,74.7867
济南,2021,1007.61,1293.08,8558.43,11432.22,77.9233,74.8624
济南,2022,1001.14,1225.57,10226.27,12027.46,81.6877,85.0244
济南,2023,1060.82,1365.29,11806.38,12757.0,77.6992,92.5482
济南,2024,1083.05,1397.15,13283.87,13527.55,77.5185,98.1986
海口,2006,21.13,32.25,406.96,350.12,65.5194,116.2344
海口,2007,24.35,43.21,430.95,393.69,56.3527,109.4643
海口,2008,31.03,46.79,528.46,443.18,66.3176,119.2427
海口,2009,38.44,66.61,610.29,490.0,57.7091,124.549
海口,2010,50.37,78.99,772.03,595.1,63.7676,129.7311
海口,2011,60.93,99.43,852.1,713.3,61.2793,119.4589
海口,2012,73.17,113.84,952.15,818.8,64.2744,116.286
海口,2013,86.73,132.0,1062.1,904.64,65.7045,117.4058
海口,2014,100.12,150.92,1119.48,1091.7,66.3398,102.5447
海口,2015,111.5,170.93,1262.06,1161.96,65.2314,108.6148
海口,2016,115.51,200.3,1445.49,1257.67,57.6685,114.934
海口,2017,125.36,198.32,1576.09,1390.58,63.211,113.3405
海口,2018,169.88,238.25,1706.5,1510.51,71.3033,112.9751
海口,2019,185.34,265.86,1838.69,1672.0,69.7134,109.9695
海口,2020,186.05,307.08,2034.63,1792.0,60.5868,113.5396
海口,2021,208.32,274.26,2222.01,2057.06,75.9571,108.0187
海口,2022,204.82,332.68,2544.82,2134.77,61.5667,119.2082
海口,2023,266.87,369.54,2875.3,2358.0,72.2168,121.9381
海口,2024,258.26,372.07,3154.84,2470.63,69.4117,127.6937
深圳,2006,500.88,571.42,3744.7,5813.56,87.6553,64.4132
深圳,2007,658.06,727.96,3792.59,6801.57,90.3978,55.7605
深圳,2008,800.36,889.86,4905.93,7806.54,89.9422,62.8438
深圳,2009,880.82,1000.84,5723.76,8201.0,88.0081,69.7934
深圳,2010,1106.82,1265.27,6717.05,9581.5,87.477,70.1044
深圳,2011,1339.57,1590.56,7427.64,11505.53,84.22,64.5571
深圳,2012,1482.08,1565.71,8389.06,12950.1,94.6587,64.7799
深圳,2013,1731.26,1690.83,9289.37,14500.23,102.3911,64.0636
深圳,2014,2082.44,2166.14,9974.01,16001.82,96.136,62.3305
深圳,2015,2726.85,3521.67,9680.24,17502.86,77.4306,55.3066
深圳,2016,3136.49,4211.04,10391.14,19492.6,74.4826,53.3081
深圳,2017,3332.13,4593.8,10837.59,22490.06,72.5354,48.1884
深圳,2018,3538.41,4282.54,13478.94,24221.98,82.6241,55.6476
深圳,2019,3773.38,4552.73,16010.77,26927.0,82.8817,59.4599
深圳,2020,3857.39,4177.72,18674.43,27670.0,92.3324,67.4898
深圳,2021,4257.7,4570.22,20532.31,30664.85,93.1618,66.9572
深圳,2022,4012.44,4997.38,24610.06,32387.68,80.2909,75.9859
深圳,2023,4112.78,5012.07,27342.4,34606.0,82.0575,79.0106
深圳,2024,3914.18,4700.87,30759.06,36801.87,83.265,83.5802
石家庄,2006,77.37,128.25,1553.24,2026.63,60.3275,76.6415
石家庄,2007,95.87,163.17,1694.72,2360.72,58.7547,71.7883
石家庄,2008,110.04,193.79,2180.17,2838.37,56.7831,76.8106
石家庄,2009,125.96,240.92,2567.46,3001.0,52.2829,85.5535
石家庄,2010,163.63,305.16,2920.4,3401.0,53.6211,85.8689
石家庄,2011,221.23,403.54,3243.58,4082.68,54.8223,79.4473
石家庄,2012,272.28,464.09,3735.5,4500.2,58.6697,83.0074
石家庄,2013,315.12,522.94,4157.6,4863.66,60.2593,85.4829
石家庄,2014,343.47,566.49,4387.67,5170.27,60.6313,84.8635
石家庄,2015,375.05,682.39,4868.93,5440.6,54.9612,89.4925
石家庄,2016,410.72,746.12,5348.2,5927.73,55.0474,90.2234
石家庄,2017,460.89,806.73,5641.62,6460.88,57.1306,87.3197
石家庄,2018,519.68,991.61,6473.25,6082.62,52.4077,106.4221
石家庄,2019,569.13,1051.39,7630.02,5810.0,54.1312,131.3256
石家庄,2020,632.19,1142.23,8774.58,5935.0,55.347,147.8447
石家庄,2021,681.36,1152.74,9858.04,6490.3,59.1079,151.8888
石家庄,2022,692.16,1250.43,11671.06,7100.64,55.3538,164.3663
石家庄,2023,737.89,1274.83,13553.97,7534.0,57.8814,179.904
石家庄,2024,746.08,1274.69,14831.04,8203.44,58.5303,180.7905
福州,2006,115.62,110.06,1311.38,1664.05,105.0518,78.8065
福州,2007,146.56,143.09,1375.37,1974.58,102.425,69.6538
福州,2008,168.86,178.2,1709.9,2284.16,94.7587,74.859
福州,2009,195.26,205.09,2048.27,2604.0,95.207,78.6586
福州,2010,247.82,262.42,2329.09,3123.4,94.4364,74.5691
福州,2011,320.04,363.3,2550.77,3736.38,88.0925,68.2685
福州,2012,382.02,410.73,2939.46,4218.3,93.01,69.6835
福州,2013,453.97,533.84,3296.65,4678.5,85.0386,70.4638
福州,2014,510.87,574.81,3483.72,5169.16,88.8763,67.3943
福州,2015,560.46,725.93,3685.23,5618.08,77.2058,65.5959
福州,2016,598.91,829.93,4087.54,6197.64,72.1639,65.9532
福州,2017,634.16,938.86,4385.3,7103.4,67.5457,61.7352
福州,2018,680.38,924.76,5053.29,7856.81,73.5737,64.3173
福州,2019,668.08,949.76,6027.11,9392.0,70.342,64.1728
福州,2020,675.61,951.4,6951.54,10020.0,71.0122,69.3766
福州,2021,749.85,925.26,7493.04,11324.48,81.0421,66.1667
福州,2022,698.52,1006.09,9029.08,12308.23,69.4292,73.3581
福州,2023,754.08,1004.9,10414.64,12928.0,75.0403,80.5588
福州,2024,750.5,1025.48,11461.16,14236.76,73.1852,80.504
西宁,2006,14.16,34.31,272.79,281.61,41.2708,96.868
西宁,2007,18.41,45.05,297.09,342.46,40.8657,86.7517
西宁,2008,23.45,67.25,395.62,422.19,34.8699,93.7066
西宁,2009,28.15,85.12,480.22,501.0,33.071,95.8523
西宁,2010,34.52,108.92,576.11,628.3,31.693,91.6935
西宁,2011,45.25,150.04,680.06,770.7,30.1586,88.2393
西宁,2012,54.77,185.32,823.15,851.1,29.5543,96.716
西宁,2013,67.11,207.57,972.5,978.53,32.3313,99.3838
西宁,2014,83.88,248.14,1093.09,1065.78,33.8035,102.5624
西宁,2015,94.79,280.03,1160.33,1131.62,33.8499,102.5371
西宁,2016,75.22,287.8,1267.18,1248.17,26.1362,101.523
西宁,2017,79.16,288.37,1339.19,1284.91,27.4508,104.2244
西宁,2018,92.94,297.48,1436.77,1286.41,31.2424,111.6883
西宁,2019,101.79,328.04,1548.93,1328.0,31.0298,116.6363
西宁,2020,133.51,329.51,1723.88,1373.0,40.5177,125.5557
西宁,2021,153.87,343.8,1895.2,1548.79,44.7557,122.3665
西宁,2022,131.72,339.04,2204.27,1644.35,38.8509,134.0511
西宁,2023,144.09,418.75,2512.76,1801.0,34.4096,139.5203
西宁,2024,134.46,400.98,2774.29,1862.09,33.5328,148.988
西安,2006,85.89,119.22,1950.53,1473.68,72.0433,132.3578
西安,2007,112.92,161.25,1997.56,1763.73,70.0279,113.2577
西安,2008,145.61,226.99,2504.41,2190.04,64.1482,114.3545
西安,2009,181.4,276.85,3084.2,2724.0,65.5228,113.2232
西安,2010,241.86,371.62,3677.77,3241.5,65.0826,113.4589
西安,2011,318.55,494.58,4155.65,3864.21,64.4082,107.542
西安,2012,396.96,597.49,4787.03,4366.1,66.4379,109.6409
西安,2013,501.98,729.81,5357.05,4884.13,68.7823,109.6828
西安,2014,583.79,819.54,5687.49,5492.64,71.2339,103.5475
西安,2015,650.99,917.24,6571.18,5801.2,70.9727,113.2728
西安,2016,641.07,942.52,7035.81,6257.18,68.0166,112.4438
西安,2017,654.5,1045.09,7497.3,7469.85,62.6262,100.3675
西安,2018,684.7,1151.87,8360.33,8349.86,59.4425,100.1254
西安,2019,702.56,1247.02,9553.93,9321.0,56.3391,102.499
西安,2020,724.14,1347.58,10913.05,10020.0,53.7363,108.9127
西安,2021,856.0,1474.62,11996.54,10688.28,58.0489,112.2401
西安,2022,834.08,1569.81,14505.38,11486.51,53.1325,126.2819
西安,2023,951.92,1730.47,16568.71,12011.0,55.0093,137.9461
西安,2024,1002.36,1561.85,18529.91,13317.78,64.1777,139.1366
贵阳,2006,61.58,88.23,582.2,602.88,69.7949,96.5698
贵阳,2007,75.92,106.43,614.15,693.72,71.3333,88.53
贵阳,2008,88.99,142.28,767.05,811.05,62.5457,94.5749
贵阳,2009,105.36,169.84,921.94,972.0,62.0349,94.8498
贵阳,2010,136.3,204.38,1088.7,1121.8,66.6895,97.0494
贵阳,2011,187.09,277.38,1251.04,1383.07,67.449,90.4538
贵阳,2012,241.19,349.33,1498.2,1700.3,69.0436,88.1139
贵阳,2013,277.21,393.6,1827.14,2085.42,70.4294,87.615
贵阳,2014,331.6,448.63,2010.58,2497.27,73.9139,80.5111
贵阳,2015,374.1,503.52,2250.6,2891.16,74.2969,77.8442
贵阳,2016,366.32,525.26,2229.76,3157.7,69.7407,70.6134
贵阳,2017,377.85,582.48,2646.09,3537.96,64.8692,74.7914
贵阳,2018,411.34,624.22,2835.74,3798.45,65.8966,74.6552
贵阳,2019,417.26,718.82,3164.12,4040.0,58.0479,78.3198
贵阳,2020,398.13,678.16,3634.58,4312.0,58.7074,84.2899
贵阳,2021,403.72,633.41,4008.76,4711.03,63.7375,85.0931
贵阳,2022,402.16,727.45,4646.48,4921.17,55.2835,94.4182
贵阳,2023,446.2,778.61,5195.82,5155.0,57.3073,100.7919
贵阳,2024,434.09,693.05,5664.62,5777.41,62.6347,98.0477
郑州,2006,176.03,187.66,1620.72,2013.48,93.8026,80.4935
郑州,2007,219.52,240.68,1658.71,2486.75,91.2082,66.7019
郑州,2008,260.39,289.5,2067.22,3003.99,89.9447,68.8158
郑州,2009,301.92,353.05,2511.17,3308.0,85.5176,75.912
郑州,2010,386.8,426.8,2911.0,4040.9,90.6279,72.0384
郑州,2011,502.32,566.58,3252.14,4979.85,88.6583,65.306
郑州,2012,606.65,700.7,3845.46,5549.8,86.5777,69.2901
郑州,2013,723.61,816.16,4475.32,6201.9,88.6603,72.1605
郑州,2014,833.88,918.51,4839.26,6776.99,90.7862,71.4072
郑州,2015,942.9,1106.02,5695.49,7311.52,85.2516,77.8975
郑州,2016,1011.18,1321.53,6297.63,8113.97,76.5159,77.6147
郑州,2017,1056.67,1514.95,6538.23,9130.2,69.7495,71.611
郑州,2018,1152.06,1763.34,7157.32,10143.32,65.334,70.5619
郑州,2019,1222.53,1910.67,7957.04,11590.0,63.9844,68.6544
郑州,2020,1259.21,1720.18,8961.78,12004.0,73.2022,74.6566
郑州,2021,1223.63,1624.44,9829.94,12691.02,75.3263,77.4559
郑州,2022,1130.79,1456.41,11393.49,12934.7,77.6423,88.0847
郑州,2023,1165.85,1519.62,12886.07,13618.0,76.7198,94.6253
郑州,2024,1155.04,1525.71,14353.23,14532.07,75.7051,98.7693
重庆,2006,317.72,594.25,2949.05,3949.0,53.4657,74.6784
重庆,2007,442.7,768.39,3228.19,4837.5,57.614,66.7326
重庆,2008,577.57,1016.01,3988.96,5978.8,56.8469,66.7184
重庆,2009,655.17,1292.09,4908.7,6744.1,50.7062,72.7851
重庆,2010,952.07,1709.04,5839.66,8186.5,55.7079,71.3328
重庆,2011,1488.33,2570.24,6990.25,10314.1,57.9063,67.7737
重庆,2012,1703.49,3046.36,8361.6,11797.8,55.9189,70.8742
重庆,2013,1693.24,3062.28,9622.31,13275.8,55.2934,72.4801
重庆,2014,1922.02,3304.39,10774.1,14911.7,58.1657,72.2527
重庆,2015,2154.83,3792.0,12207.28,16305.9,56.8257,74.8642
重庆,2016,2227.91,4001.81,13399.44,18271.1,55.6726,73.3368
重庆,2017,2252.38,4336.28,14367.38,20260.8,51.9427,70.9122
重庆,2018,2265.54,4540.95,15907.23,21866.8,49.8913,72.746
重庆,2019,2134.93,4847.68,17860.4,23689.6,44.0402,75.3934
重庆,2020,2094.85,4893.95,20209.8,25158.1,42.8049,80.3312
重庆,2021,2285.45,4835.06,22239.89,28092.5,47.2683,79.1666
重庆,2022,2103.42,4892.77,25459.0,28771.8,42.9904,88.4859
重庆,2023,2440.77,5304.56,28899.0,30614.3,46.0127,94.3971
重庆,2024,2595.55,5621.21,31881.94,32046.7,46.1742,99.4859
银川,2006,23.61,36.12,306.38,335.29,65.3654,91.3776
银川,2007,27.64,48.47,326.41,408.6,57.025,79.885
银川,2008,35.81,63.04,423.15,514.11,56.8052,82.3073
银川,2009,44.06,72.5,519.4,578.0,60.7724,89.8616
银川,2010,64.04,119.92,634.45,769.4,53.4023,82.4604
银川,2011,96.62,147.25,725.26,986.68,65.6163,73.5051
银川,2012,113.13,186.74,901.47,1150.9,60.5816,78.3274
银川,2013,134.6,220.53,1015.22,1289.02,61.0348,78.7591
银川,2014,153.6,263.9,1089.89,1388.62,58.2039,78.4873
银川,2015,171.28,309.27,1304.97,1493.86,55.382,87.3556
银川,2016,173.2,331.07,1391.35,1617.71,52.3152,86.0074
银川,2017,177.46,341.83,1496.94,1803.26,51.9147,83.013
银川,2018,173.25,363.28,1664.8,1901.48,47.6905,87.5529
银川,2019,154.71,346.47,1867.01,1897.0,44.6532,98.4191
银川,2020,157.26,332.36,2137.48,1964.0,47.3162,108.833
银川,2021,171.19,291.69,2323.5,2262.95,58.689,102.6757
银川,2022,168.86,356.55,2693.87,2535.63,47.3594,106.2407
银川,2023,197.76,438.15,3114.73,2686.0,45.1352,115.9617
银川,2024,208.44,444.46,3452.75,2939.53,46.8974,117.4593
长春,2006,71.59,146.67,1174.6,1741.19,48.8103,67.4596
长春,2007,93.3,181.56,1202.08,2089.09,51.388,57.5408
长春,2008,119.03,240.33,1507.39,2561.9,49.5277,58.8388
长春,2009,142.65,306.01,1834.16,2849.0,46.6161,64.3791
长春,2010,180.85,382.93,2062.72,3329.0,47.228,61.9622
长春,2011,288.63,518.68,2337.78,4003.08,55.647,58.3995
长春,2012,340.8,555.51,2767.38,4456.6,61.349,62.0962
长春,2013,381.82,632.97,3107.16,5003.18,60.322,62.1037
长春,2014,397.32,675.84,3380.11,5342.43,58.7891,63.2691
长春,2015,388.22,765.72,3792.78,5530.03,50.7,68.5852
长春,2016,415.49,770.57,4218.09,5986.42,53.9198,70.461
长春,2017,450.08,875.73,4566.99,6530.03,51.3948,69.9383
长春,2018,478.01,894.34,4993.24,7175.71,53.4484,69.5853
长春,2019,420.02,896.02,5889.09,5904.0,46.8762,99.7475
长春,2020,440.43,1084.14,6896.3,6638.0,40.6248,103.8912
长春,2021,617.09,966.49,8257.53,7103.1,63.8486,116.2525
长春,2022,459.69,976.67,9465.28,6744.56,47.0671,140.3395
长春,2023,576.52,1074.97,10750.14,7002.0,53.6313,153.5296
长春,2024,427.48,1056.21,11746.76,7632.19,40.473,153.9107
长沙,2006,132.83,167.19,1093.04,1798.96,79.4485,60.7595
长沙,2007,174.58,218.17,1177.17,2190.25,80.0202,53.7459
长沙,2008,205.57,260.56,1494.93,3000.98,78.8955,49.8147
长沙,2009,246.33,314.08,1881.32,3745.0,78.4291,50.2355
长沙,2010,314.28,403.33,2172.08,4547.1,77.9213,47.7685
长沙,2011,425.78,520.89,2526.93,5619.33,81.7409,44.9685
长沙,2012,490.65,624.62,2981.31,6399.9,78.5518,46.5837
长沙,2013,536.63,701.82,3482.97,7153.13,76.4626,48.6916
长沙,2014,632.8,802.38,3866.79,7824.81,78.8654,49.417
长沙,2015,718.95,925.0,4348.55,8510.13,77.7243,51.0985
长沙,2016,743.7,1041.43,4868.64,9356.91,71.4114,52.0326
长沙,2017,800.35,1182.6,5200.21,10535.51,67.6772,49.3589
长沙,2018,879.71,1300.79,5692.08,11003.41,67.6289,51.7301
长沙,2019,950.23,1425.98,6530.52,11574.0,66.637,56.4241
长沙,2020,1100.09,1501.23,7501.64,12143.0,73.2792,61.7775
长沙,2021,1188.31,1541.59,8245.94,13270.7,77.0834,62.1364
长沙,2022,1202.0,1566.26,9703.39,13966.11,76.7433,69.4781
长沙,2023,1227.07,1626.83,11132.35,14332.0,75.4271,77.6748
长沙,2024,1264.54,1663.94,12423.85,15268.78,75.9967,81.3677
青岛,2006,225.99,236.79,1567.62,3206.58,95.439,48.8876
青岛,2007,292.8,321.18,1702.04,3786.52,91.1638,44.95
青岛,2008,342.44,369.41,2123.36,4436.18,92.6992,47.8646
青岛,2009,377.01,433.58,2527.87,4854.0,86.9528,52.0781
青岛,2010,452.61,532.39,2912.33,5666.2,85.0147,51.3983
青岛,2011,566.14,658.06,3198.51,6615.6,86.0317,48.348
青岛,2012,670.18,765.98,3757.6,7302.1,87.4931,51.4592
青岛,2013,788.93,1014.23,4140.59,8006.6,77.7861,51.7147
青岛,2014,895.24,1074.71,4435.9,8692.1,83.3006,51.0337
青岛,2015,1006.32,1222.87,5023.59,9300.07,82.2917,54.0167
青岛,2016,1100.03,1352.85,5326.33,10011.29,81.312,53.2032
青岛,2017,1157.24,1403.03,5394.18,11037.28,82.4815,48.8724
青岛,2018,1231.91,1559.78,5913.71,12001.52,78.9797,49.2747
青岛,2019,1241.74,1575.97,6755.24,11741.0,78.7921,57.5355
青岛,2020,1253.85,1584.65,8030.95,12401.0,79.1247,64.7605
青岛,2021,1368.3,1706.76,9028.24,14136.0,80.1694,63.867
青岛,2022,1273.31,1696.17,10948.24,14920.75,75.0697,73.3759
青岛,2023,1337.86,1718.8,12758.57,15760.0,77.8369,80.9554
青岛,2024,1339.26,1720.42,14168.14,16719.46,77.8449,84.7404
